"","year","code","category","Species","Class","Region","count","code_mod","risk"
"317","1996","EN","Endangered","Acipenser sinensis","ACTINOPTERYGII","global",2,"EN",3
"318","2010","CR","Critically Endangered","Acipenser mikadoi","ACTINOPTERYGII","global",2,"CR",4
"319","1996","EN","Endangered","Acipenser mikadoi","ACTINOPTERYGII","global",2,"EN",3
"320","2010","EN","Endangered","Acipenser baerii","ACTINOPTERYGII","global",2,"EN",3
"321","1996","VU","Vulnerable","Acipenser baerii","ACTINOPTERYGII","global",2,"VU",2
"322","2006","NT","Near Threatened","Acipenser oxyrinchus","ACTINOPTERYGII","global",5,"NT",1
"323","1996","LR/nt","Lower Risk/near threatened","Acipenser oxyrinchus","ACTINOPTERYGII","global",5,"LC",0
"324","1990","V","Vulnerable","Acipenser oxyrinchus","ACTINOPTERYGII","global",5,"VU",2
"325","1988","V","Vulnerable","Acipenser oxyrinchus","ACTINOPTERYGII","global",5,"VU",2
"326","1986","V","Vulnerable","Acipenser oxyrinchus","ACTINOPTERYGII","global",5,"VU",2
"327","2010","CR","Critically Endangered","Acipenser nudiventris","ACTINOPTERYGII","europe",6,"CR",4
"328","2010","CR","Critically Endangered","Acipenser nudiventris","ACTINOPTERYGII","global",6,"CR",4
"329","1996","EN","Endangered","Acipenser nudiventris","ACTINOPTERYGII","global",6,"EN",3
"330","2004","LC","Least Concern","Acipenser transmontanus","ACTINOPTERYGII","global",4,"LC",0
"331","1996","LR/nt","Lower Risk/near threatened","Acipenser transmontanus","ACTINOPTERYGII","global",4,"LC",0
"332","2010","LC","Least Concern","Acomys cahirinus","MAMMALIA","mediterranean",5,"LC",0
"333","2016","LC","Least Concern","Acomys cahirinus","MAMMALIA","global",5,"LC",0
"334","2008","LC","Least Concern","Acomys cahirinus","MAMMALIA","global",5,"LC",0
"335","2004","LC","Least Concern","Acomys cahirinus","MAMMALIA","global",5,"LC",0
"336","1996","LR/lc","Lower Risk/least concern","Acomys cahirinus","MAMMALIA","global",5,"LC",0
"337","2008","DD","Data Deficient","Acomys cilicicus","MAMMALIA","global",2,"NA",0
"338","1996","CR","Critically Endangered","Acomys cilicicus","MAMMALIA","global",2,"CR",4
"339","2016","LC","Least Concern","Acomys cineraceus","MAMMALIA","global",4,"LC",0
"340","2008","LC","Least Concern","Acomys cineraceus","MAMMALIA","global",4,"LC",0
"341","2004","LC","Least Concern","Acomys cineraceus","MAMMALIA","global",4,"LC",0
"342","1996","LR/lc","Lower Risk/least concern","Acomys cineraceus","MAMMALIA","global",4,"LC",0
"343","2016","LC","Least Concern","Acomys ignitus","MAMMALIA","global",4,"LC",0
"344","2008","LC","Least Concern","Acomys ignitus","MAMMALIA","global",4,"LC",0
"345","2004","LC","Least Concern","Acomys ignitus","MAMMALIA","global",4,"LC",0
"346","1996","LR/lc","Lower Risk/least concern","Acomys ignitus","MAMMALIA","global",4,"LC",0
"347","2016","LC","Least Concern","Acomys kempi","MAMMALIA","global",4,"LC",0
"348","2008","LC","Least Concern","Acomys kempi","MAMMALIA","global",4,"LC",0
"349","2004","LC","Least Concern","Acomys kempi","MAMMALIA","global",4,"LC",0
"350","1996","LR/lc","Lower Risk/least concern","Acomys kempi","MAMMALIA","global",4,"LC",0
"351","2016","LC","Least Concern","Acomys louisae","MAMMALIA","global",4,"LC",0
"352","2008","LC","Least Concern","Acomys louisae","MAMMALIA","global",4,"LC",0
"353","2004","LC","Least Concern","Acomys louisae","MAMMALIA","global",4,"LC",0
"354","1996","LR/lc","Lower Risk/least concern","Acomys louisae","MAMMALIA","global",4,"LC",0
"355","2008","DD","Data Deficient","Acomys minous","MAMMALIA","global",2,"NA",0
"356","1996","VU","Vulnerable","Acomys minous","MAMMALIA","global",2,"VU",2
"357","2016","LC","Least Concern","Acomys mullah","MAMMALIA","global",4,"LC",0
"358","2008","LC","Least Concern","Acomys mullah","MAMMALIA","global",4,"LC",0
"359","2004","LC","Least Concern","Acomys mullah","MAMMALIA","global",4,"LC",0
"360","1996","LR/lc","Lower Risk/least concern","Acomys mullah","MAMMALIA","global",4,"LC",0
"361","2008","DD","Data Deficient","Acomys nesiotes","MAMMALIA","global",3,"NA",0
"362","2000","DD","Data Deficient","Acomys nesiotes","MAMMALIA","global",3,"NA",0
"363","1996","LR/nt","Lower Risk/near threatened","Acomys nesiotes","MAMMALIA","global",3,"LC",0
"364","2016","LC","Least Concern","Acomys percivali","MAMMALIA","global",4,"LC",0
"365","2008","LC","Least Concern","Acomys percivali","MAMMALIA","global",4,"LC",0
"366","2004","LC","Least Concern","Acomys percivali","MAMMALIA","global",4,"LC",0
"367","1996","LR/lc","Lower Risk/least concern","Acomys percivali","MAMMALIA","global",4,"LC",0
"368","2010","DD","Data Deficient","Acomys russatus","MAMMALIA","mediterranean",4,"NA",0
"369","2016","LC","Least Concern","Acomys russatus","MAMMALIA","global",4,"LC",0
"370","2008","LC","Least Concern","Acomys russatus","MAMMALIA","global",4,"LC",0
"371","1996","LR/lc","Lower Risk/least concern","Acomys russatus","MAMMALIA","global",4,"LC",0
"372","2017","LC","Least Concern","Acomys subspinosus","MAMMALIA","global",5,"LC",0
"373","2016","LC","Least Concern","Acomys subspinosus","MAMMALIA","global",5,"LC",0
"374","2008","LC","Least Concern","Acomys subspinosus","MAMMALIA","global",5,"LC",0
"375","2004","LC","Least Concern","Acomys subspinosus","MAMMALIA","global",5,"LC",0
"376","1996","LR/lc","Lower Risk/least concern","Acomys subspinosus","MAMMALIA","global",5,"LC",0
"377","2017","LC","Least Concern","Acomys wilsoni","MAMMALIA","global",5,"LC",0
"378","2016","LC","Least Concern","Acomys wilsoni","MAMMALIA","global",5,"LC",0
"379","2008","LC","Least Concern","Acomys wilsoni","MAMMALIA","global",5,"LC",0
"380","2004","LC","Least Concern","Acomys wilsoni","MAMMALIA","global",5,"LC",0
"381","1996","LR/lc","Lower Risk/least concern","Acomys wilsoni","MAMMALIA","global",5,"LC",0
"382","2016","LC","Least Concern","Aconaemys fuscus","MAMMALIA","global",4,"LC",0
"383","2013","LC","Least Concern","Aconaemys fuscus","MAMMALIA","global",4,"LC",0
"384","2008","LC","Least Concern","Aconaemys fuscus","MAMMALIA","global",4,"LC",0
"385","1996","LR/lc","Lower Risk/least concern","Aconaemys fuscus","MAMMALIA","global",4,"LC",0
"386","2016","DD","Data Deficient","Aconaemys sagei","MAMMALIA","global",4,"NA",0
"387","2013","DD","Data Deficient","Aconaemys sagei","MAMMALIA","global",4,"NA",0
"388","2008","DD","Data Deficient","Aconaemys sagei","MAMMALIA","global",4,"NA",0
"389","1996","LR/lc","Lower Risk/least concern","Aconaemys sagei","MAMMALIA","global",4,"LC",0
"390","2011","LC","Least Concern","Acrantophis dumerili","REPTILIA","global",6,"LC",0
"391","1996","VU","Vulnerable","Acrantophis dumerili","REPTILIA","global",6,"VU",2
"392","1994","K","Insufficiently Known","Acrantophis dumerili","REPTILIA","global",6,"NA",0
"393","1990","K","Insufficiently Known","Acrantophis dumerili","REPTILIA","global",6,"NA",0
"394","1988","K","Insufficiently Known","Acrantophis dumerili","REPTILIA","global",6,"NA",0
"395","1986","K","Insufficiently Known","Acrantophis dumerili","REPTILIA","global",6,"NA",0
"396","2011","LC","Least Concern","Acrantophis madagascariensis","REPTILIA","global",6,"LC",0
"397","1996","VU","Vulnerable","Acrantophis madagascariensis","REPTILIA","global",6,"VU",2
"398","1994","K","Insufficiently Known","Acrantophis madagascariensis","REPTILIA","global",6,"NA",0
"399","1990","K","Insufficiently Known","Acrantophis madagascariensis","REPTILIA","global",6,"NA",0
"400","1988","K","Insufficiently Known","Acrantophis madagascariensis","REPTILIA","global",6,"NA",0
"401","1986","K","Insufficiently Known","Acrantophis madagascariensis","REPTILIA","global",6,"NA",0
"402","1996","EN","Endangered","Acrodipsas illidgei","INSECTA","global",2,"EN",3
"403","1994","R","Rare","Acrodipsas illidgei","INSECTA","global",2,"NT",1
"404","1996","VU","Vulnerable","Acrolophitus pulchellus","INSECTA","global",5,"VU",2
"405","1994","I","Indeterminate","Acrolophitus pulchellus","INSECTA","global",5,"NA",0
"406","1990","I","Indeterminate","Acrolophitus pulchellus","INSECTA","global",5,"NA",0
"407","1988","I","Indeterminate","Acrolophitus pulchellus","INSECTA","global",5,"NA",0
"408","1986","I","Indeterminate","Acrolophitus pulchellus","INSECTA","global",5,"NA",0
"409","2017","NT","Near Threatened","Acroloxus coloradensis","GASTROPODA","global",3,"NT",1
"410","1996","VU","Vulnerable","Acroloxus coloradensis","GASTROPODA","global",3,"VU",2
"411","1994","I","Indeterminate","Acroloxus coloradensis","GASTROPODA","global",3,"NA",0
"412","2011","VU","Vulnerable","Actinella actinophora","GASTROPODA","global",3,"VU",2
"413","1996","LR/nt","Lower Risk/near threatened","Actinella actinophora","GASTROPODA","global",3,"LC",0
"414","1994","V","Vulnerable","Actinella actinophora","GASTROPODA","global",3,"VU",2
"415","2011","NT","Near Threatened","Actinella anaglyptica","GASTROPODA","global",4,"NT",1
"416","2000","VU","Vulnerable","Actinella anaglyptica","GASTROPODA","global",4,"VU",2
"417","1996","VU","Vulnerable","Actinella anaglyptica","GASTROPODA","global",4,"VU",2
"418","1994","V","Vulnerable","Actinella anaglyptica","GASTROPODA","global",4,"VU",2
"419","2011","VU","Vulnerable","Actinella armitageana","GASTROPODA","global",3,"VU",2
"420","2000","VU","Vulnerable","Actinella armitageana","GASTROPODA","global",3,"VU",2
"421","1994","V","Vulnerable","Actinella armitageana","GASTROPODA","global",3,"VU",2
"422","2011","EN","Endangered","Actinella carinofausta","GASTROPODA","global",4,"EN",3
"423","2000","VU","Vulnerable","Actinella carinofausta","GASTROPODA","global",4,"VU",2
"424","1996","LR/nt","Lower Risk/near threatened","Actinella carinofausta","GASTROPODA","global",4,"LC",0
"425","1994","R","Rare","Actinella carinofausta","GASTROPODA","global",4,"NT",1
"426","2011","VU","Vulnerable","Actinella littorinella","GASTROPODA","global",4,"VU",2
"427","2000","VU","Vulnerable","Actinella littorinella","GASTROPODA","global",4,"VU",2
"428","1996","VU","Vulnerable","Actinella littorinella","GASTROPODA","global",4,"VU",2
"429","1994","E","Endangered","Actinella littorinella","GASTROPODA","global",4,"EN",3
"430","2011","LC","Least Concern","Actinella fausta","GASTROPODA","global",4,"LC",0
"431","2000","LR/nt","Lower Risk/near threatened","Actinella fausta","GASTROPODA","global",4,"LC",0
"432","1996","LR/nt","Lower Risk/near threatened","Actinella fausta","GASTROPODA","global",4,"LC",0
"433","1994","E","Endangered","Actinella fausta","GASTROPODA","global",4,"EN",3
"434","2011","VU","Vulnerable","Actinella giramica","GASTROPODA","global",4,"VU",2
"435","2000","VU","Vulnerable","Actinella giramica","GASTROPODA","global",4,"VU",2
"436","1996","LR/nt","Lower Risk/near threatened","Actinella giramica","GASTROPODA","global",4,"LC",0
"437","1994","V","Vulnerable","Actinella giramica","GASTROPODA","global",4,"VU",2
"438","2011","VU","Vulnerable","Actinella laciniosa","GASTROPODA","global",3,"VU",2
"439","1996","DD","Data Deficient","Actinella laciniosa","GASTROPODA","global",3,"NA",0
"440","1994","R","Rare","Actinella laciniosa","GASTROPODA","global",3,"NT",1
"441","2011","CR","Critically Endangered","Actinella obserata","GASTROPODA","global",3,"CR",4
"442","1996","LR/nt","Lower Risk/near threatened","Actinella obserata","GASTROPODA","global",3,"LC",0
"443","1994","V","Vulnerable","Actinella obserata","GASTROPODA","global",3,"VU",2
"444","2011","DD","Data Deficient","Actinella robusta","GASTROPODA","global",3,"NA",0
"445","1996","LR/nt","Lower Risk/near threatened","Actinella robusta","GASTROPODA","global",3,"LC",0
"446","1994","E","Endangered","Actinella robusta","GASTROPODA","global",3,"EN",3
"447","1996","LR/nt","Lower Risk/near threatened","Actinonaias pectorosa","BIVALVIA","global",1,"LC",0
"448","2010","RE","Regionally Extinct","Addax nasomaculatus","MAMMALIA","mediterranean",11,"RE",5
"449","2016","CR","Critically Endangered","Addax nasomaculatus","MAMMALIA","global",11,"CR",4
"450","2008","CR","Critically Endangered","Addax nasomaculatus","MAMMALIA","global",11,"CR",4
"451","2006","CR","Critically Endangered","Addax nasomaculatus","MAMMALIA","global",11,"CR",4
"452","2000","CR","Critically Endangered","Addax nasomaculatus","MAMMALIA","global",11,"CR",4
"453","1996","EN","Endangered","Addax nasomaculatus","MAMMALIA","global",11,"EN",3
"454","1994","E","Endangered","Addax nasomaculatus","MAMMALIA","global",11,"EN",3
"455","1990","E","Endangered","Addax nasomaculatus","MAMMALIA","global",11,"EN",3
"456","1988","E","Endangered","Addax nasomaculatus","MAMMALIA","global",11,"EN",3
"457","1986","E","Endangered","Addax nasomaculatus","MAMMALIA","global",11,"EN",3
"458","1965",NA,"""Status inadequately known-survey required or data sought""","Addax nasomaculatus","MAMMALIA","global",11,"NA",0
"459","1996","EN","Endangered","Adelocosa anops","ARACHNIDA","global",6,"EN",3
"460","1994","E","Endangered","Adelocosa anops","ARACHNIDA","global",6,"EN",3
"461","1990","E","Endangered","Adelocosa anops","ARACHNIDA","global",6,"EN",3
"462","1988","E","Endangered","Adelocosa anops","ARACHNIDA","global",6,"EN",3
"463","1986","E","Endangered","Adelocosa anops","ARACHNIDA","global",6,"EN",3
"464","1983","E","Endangered","Adelocosa anops","ARACHNIDA","global",6,"EN",3
"465","1996","EN","Endangered","Adelopoma stolli","GASTROPODA","global",1,"EN",3
"466","2004","NT","Near Threatened","Adelotus brevis","AMPHIBIA","global",4,"NT",1
"467","2002","NT","Near Threatened","Adelotus brevis","AMPHIBIA","global",4,"NT",1
"468","1996","LR/nt","Lower Risk/near threatened","Adelotus brevis","AMPHIBIA","global",4,"LC",0
"469","1994","K","Insufficiently Known","Adelotus brevis","AMPHIBIA","global",4,"NA",0
"470","2014","EN","Endangered","Adelphicos daryi","REPTILIA","global",3,"EN",3
"471","1996","EN","Endangered","Adelphicos daryi","REPTILIA","global",3,"EN",3
"472","1994","I","Indeterminate","Adelphicos daryi","REPTILIA","global",3,"NA",0
"473","1996","CR","Critically Endangered","Adetomyrma venatrix","INSECTA","global",1,"CR",4
"474","1996","CR","Critically Endangered","Adrianichthys kruyti","ACTINOPTERYGII","global",4,"CR",4
"475","1994","E","Endangered","Adrianichthys kruyti","ACTINOPTERYGII","global",4,"EN",3
"476","1990","E","Endangered","Adrianichthys kruyti","ACTINOPTERYGII","global",4,"EN",3
"477","1988","E","Endangered","Adrianichthys kruyti","ACTINOPTERYGII","global",4,"EN",3
"478","1996","EX","Extinct","Advena campbelli","GASTROPODA","global",1,"EX",5
"479","1996","EN","Endangered","Advena charon","GASTROPODA","global",1,"EN",3
"480","1996","VU","Vulnerable","Aegialia concinna","INSECTA","global",5,"VU",2
"481","1994","I","Indeterminate","Aegialia concinna","INSECTA","global",5,"NA",0
"482","1990","I","Indeterminate","Aegialia concinna","INSECTA","global",5,"NA",0
"483","1988","I","Indeterminate","Aegialia concinna","INSECTA","global",5,"NA",0
"484","1986","I","Indeterminate","Aegialia concinna","INSECTA","global",5,"NA",0
"485","1996","VU","Vulnerable","Aegialia crescenta","INSECTA","global",5,"VU",2
"486","1994","I","Indeterminate","Aegialia crescenta","INSECTA","global",5,"NA",0
"487","1990","I","Indeterminate","Aegialia crescenta","INSECTA","global",5,"NA",0
"488","1988","I","Indeterminate","Aegialia crescenta","INSECTA","global",5,"NA",0
"489","1986","I","Indeterminate","Aegialia crescenta","INSECTA","global",5,"NA",0
"490","1996","DD","Data Deficient","Aegista inexpectata","GASTROPODA","global",1,"NA",0
"491","1996","DD","Data Deficient","Aegista intonsa","GASTROPODA","global",1,"NA",0
"492","2016","LC","Least Concern","Handleyomys fuscatus","MAMMALIA","global",3,"LC",0
"493","2008","LC","Least Concern","Handleyomys fuscatus","MAMMALIA","global",3,"LC",0
"494","1996","LR/lc","Lower Risk/least concern","Handleyomys fuscatus","MAMMALIA","global",3,"LC",0
"495","2016","LC","Least Concern","Aepeomys lugens","MAMMALIA","global",3,"LC",0
"496","2008","LC","Least Concern","Aepeomys lugens","MAMMALIA","global",3,"LC",0
"497","1996","LR/lc","Lower Risk/least concern","Aepeomys lugens","MAMMALIA","global",3,"LC",0
"498","2016","LC","Least Concern","Aepyceros melampus","MAMMALIA","global",3,"LC",0
"499","2008","LC","Least Concern","Aepyceros melampus","MAMMALIA","global",3,"LC",0
"500","1996","LR/cd","Lower Risk/conservation dependent","Aepyceros melampus","MAMMALIA","global",3,"LC",0
"501","2016","NT","Near Threatened","Aeretes melanopterus","MAMMALIA","global",3,"NT",1
"502","2008","NT","Near Threatened","Aeretes melanopterus","MAMMALIA","global",3,"NT",1
"503","1996","LR/nt","Lower Risk/near threatened","Aeretes melanopterus","MAMMALIA","global",3,"LC",0
"504","2016","DD","Data Deficient","Aeromys tephromelas","MAMMALIA","global",3,"NA",0
"505","2008","DD","Data Deficient","Aeromys tephromelas","MAMMALIA","global",3,"NA",0
"506","1996","LR/lc","Lower Risk/least concern","Aeromys tephromelas","MAMMALIA","global",3,"LC",0
"507","2016","LC","Least Concern","Aeromys thomasi","MAMMALIA","global",3,"LC",0
"508","2008","DD","Data Deficient","Aeromys thomasi","MAMMALIA","global",3,"NA",0
"509","1996","LR/lc","Lower Risk/least concern","Aeromys thomasi","MAMMALIA","global",3,"LC",0
"510","2010","LC","Least Concern","Pinheyschna meruensis","INSECTA","central_africa",10,"LC",0
"511","2016","LC","Least Concern","Pinheyschna meruensis","INSECTA","global",10,"LC",0
"512","2010","LC","Least Concern","Pinheyschna meruensis","INSECTA","global",10,"LC",0
"513","2006","LC","Least Concern","Pinheyschna meruensis","INSECTA","global",10,"LC",0
"514","1996","EN","Endangered","Pinheyschna meruensis","INSECTA","global",10,"EN",3
"515","1994","R","Rare","Pinheyschna meruensis","INSECTA","global",10,"NT",1
"516","1990","R","Rare","Pinheyschna meruensis","INSECTA","global",10,"NT",1
"517","1988","R","Rare","Pinheyschna meruensis","INSECTA","global",10,"NT",1
"518","1986","R","Rare","Pinheyschna meruensis","INSECTA","global",10,"NT",1
"519","2010","LC","Least Concern","Pinheyschna meruensis","INSECTA","northeastern_africa",10,"LC",0
